Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,clean_text,polarity,subjectivity,sentiment_label,topic_id_nmf,topic_id_lda,hashtags_list
Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! , Excitement ,9/5/2023 12:30, CartwheelMasterHighSchool , Twitter , #CartwheelChallenge #HighSchoolAthlete ,27,52, Canada,attempting beat record consecutive cartwheel cartwheel challenge underway,0.0,0.0,neutral,8,5,"['#CartwheelChallenge', '#HighSchoolAthlete']"
Organizing a movie marathon with friends. Popcorn and cinematic adventures await! , Joy ,9/6/2023 16:45, MovieMarathonHostHighSchool , Facebook , #MovieNight #HighSchoolMemories ,22,43, UK,organizing movie marathon friend popcorn cinematic adventure await,0.0,0.2,neutral,3,9,"['#MovieNight', '#HighSchoolMemories']"
Experimenting with a new hair color. A bold change for a bold semester! , Excitement ,9/7/2023 18:20, HairColorExperimentHighSchool , Instagram , #HairExperiment #HighSchoolStyle ,20,39, USA,experimenting new hair color bold change bold semester,0.2676767676767677,0.5959595959595959,positive,2,9,"['#HairExperiment', '#HighSchoolStyle']"
Building a time capsule to capture memories for the future. Time-traveling emotions! , Joy ,9/8/2023 14:15, TimeCapsuleCreatorHighSchool , Facebook , #TimeCapsule #HighSchoolNostalgia ,26,48, Canada,building time capsule capture memory future time traveling emotion,0.0,0.125,neutral,5,9,"['#TimeCapsule', '#HighSchoolNostalgia']"
Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start! , Embarrassed ,9/9/2023 17:30, ClassroomBlunderHighSchool , Twitter , #FirstDayOops #HighSchoolEmbarrassment ,16,32, USA,accidentally walked wrong classroom first day classroom mix awkward start,-0.2833333333333333,0.7444444444444445,negative,1,9,"['#FirstDayOops', '#HighSchoolEmbarrassment']"
Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up! , Excitement ,9/10/2023 20:45, SmoothieConnoisseurHighSchool , Instagram , #HealthyLiving #HighSchoolWellness ,23,42, UK,trying new smoothie recipe healthy start week smoothie enthusiast level,0.3181818181818182,0.4772727272727273,positive,2,9,"['#HealthyLiving', '#HighSchoolWellness']"
Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments. , Sad ,9/11/2023 15:45, OverwhelmedHighSchoolStudent , Twitter , #SchoolChallenges #HighSchoolStruggles ,15,28, USA,reflecting challenge school year feeling bit overwhelmed assignment,0.0,0.0,neutral,8,5,"['#SchoolChallenges', '#HighSchoolStruggles']"
Encountered some mean-spirited comments online. Dealing with online hate is never easy. , Hate ,9/12/2023 12:30, DealingWithHateHighSchool , Instagram , #OnlineHate #HighSchoolReality ,18,36, Canada,encountered mean spirited comment online dealing online hate never easy,-0.20729166666666668,0.8552083333333333,negative,6,9,"['#OnlineHate', '#HighSchoolReality']"
Had a bad day at school. Everything seems to be going wrong. , Bad ,9/13/2023 16:45, ToughDayHighSchool , Facebook , #BadDay #HighSchoolBlues ,20,40, UK,bad day school everything seems going wrong,-0.5999999999999999,0.7833333333333333,negative,1,9,"['#BadDay', '#HighSchoolBlues']"
Feeling down after not making the sports team. Disappointment lingers. , Sad ,9/14/2023 18:20, SportsTeamRejectionHighSchool , Twitter , #Disappointment #HighSchoolSports ,17,34, USA,feeling making sport team disappointment lingers,-0.6,0.4,negative,5,9,"['#Disappointment', '#HighSchoolSports']"
Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. , Hate ,9/15/2023 14:15, CafeteriaConflictHighSchool , Instagram , #CafeteriaDrama #HighSchoolTension ,21,41, Canada,witnessed heated argument cafeteria unpleasant atmosphere lunch,-0.6499999999999999,0.95,negative,0,9,"['#CafeteriaDrama', '#HighSchoolTension']"
Received a not-so-great grade on a major project. Academic frustration setting in. , Bad ,9/16/2023 17:30, ProjectGradeDisappointmentHighSchool , Facebook , #AcademicFrustration #HighSchoolStress ,19,38, UK,received great grade major project academic frustration setting,0.28750000000000003,0.4166666666666667,positive,2,5,"['#AcademicFrustration', '#HighSchoolStress']"
Dealing with a personal setback. Sometimes life throws unexpected challenges. , Sad ,9/17/2023 20:45, PersonalSetbackHighSchool , Twitter , #LifeChallenges #HighSchoolStruggles ,22,44, USA,dealing personal setback sometimes life throw unexpected challenge,0.05,0.65,positive,8,5,"['#LifeChallenges', '#HighSchoolStruggles']"
Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. , Sad ,9/18/2023 22:00, LonelySaturdayHighSchool , Instagram , #LonelyNights #HighSchoolEmotions ,16,31, Canada,feeling lonely saturday night sometimes solitude hit harder expected,-0.09999999999999999,0.3666666666666667,negative,9,9,"['#LonelyNights', '#HighSchoolEmotions']"
Experiencing cyberbullying. Hateful messages online are disheartening. , Hate ,9/19/2023 15:15, CyberbullyingVictimHighSchool , Facebook , #StopCyberbullying #HighSchoolReality ,14,27, UK,experiencing cyberbullying hateful message online disheartening,0.0,0.0,neutral,9,9,"['#StopCyberbullying', '#HighSchoolReality']"
Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. , Bad ,9/20/2023 12:30, RainyDayBluesHighSchool , Twitter , #BadLuck #HighSchoolWeather ,18,35, USA,caught torrential rainstorm without umbrella today weather bad luck,-0.6999999999999998,0.6666666666666666,negative,1,9,"['#BadLuck', '#HighSchoolWeather']"
Missing an important event due to unforeseen circumstances. A day filled with sadness. , Sad ,9/21/2023 16:45, MissedOpportunityHighSchool , Instagram , #MissedChances #HighSchoolRegret ,20,39, Canada,missing important event due unforeseen circumstance day filled sadness,0.11875000000000001,0.58125,positive,1,9,"['#MissedChances', '#HighSchoolRegret']"
Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful. , Hate ,9/22/2023 18:20, RumorVictimHighSchool , Facebook , #RumorMills #HighSchoolDrama ,23,46, UK,dealing unfounded rumor circulating personal life rumor hurtful,0.0,0.3,neutral,4,5,"['#RumorMills', '#HighSchoolDrama']"
Got a flat tire on the way to an important meeting. Talk about a series of bad events! , Bad ,9/23/2023 14:15, FlatTireWoesHighSchool , Twitter , #BadLuckDay #HighSchoolStruggles ,25,50, USA,got flat tire way important meeting talk series bad event,-0.10833333333333328,0.5972222222222222,negative,1,9,"['#BadLuckDay', '#HighSchoolStruggles']"
Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. , Sad ,9/24/2023 17:30, FriendMovingAwayHighSchool , Instagram , #SayingGoodbye #HighSchoolEmotions ,21,42, Canada,feeling sense emptiness close friend move away farewell always sad,-0.5,1.0,negative,5,9,"['#SayingGoodbye', '#HighSchoolEmotions']"
Facing rejection from a dream college. Disheartened but determined to explore other paths. , Sad ,9/25/2023 20:45, CollegeRejectionHighSchool , Facebook , #CollegeDreams #HighSchoolJourney ,19,37, UK,facing rejection dream college disheartened determined explore path,0.0,0.0,neutral,8,9,"['#CollegeDreams', '#HighSchoolJourney']"
Encountering online toxicity during a gaming session. Hateful comments can ruin the fun. , Hate ,9/26/2023 14:15, GamingToxicityHighSchool , Twitter , #OnlineGaming #HighSchoolGamer ,16,32, USA,encountering online toxicity gaming session hateful comment ruin fun,0.3,0.2,positive,0,9,"['#OnlineGaming', '#HighSchoolGamer']"
Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. , Bad ,9/27/2023 17:30, BadHairDayBluesHighSchool , Instagram , #BadHairDay #HighSchoolConfidence ,18,36, Canada,bad hair day feeling self conscious bad hair day affect confidence,-0.4333333333333333,0.611111111111111,negative,1,9,"['#BadHairDay', '#HighSchoolConfidence']"
Feeling a sense of despair after a major project failure. Hard work didn't pay off this time. , Sad ,9/28/2023 22:00, ProjectFailureDespairHighSchool , Facebook , #ProjectStruggles #HighSchoolHardships ,21,41, UK,feeling sense despair major project failure hard work pay time,-0.18194444444444446,0.44722222222222224,negative,5,9,"['#ProjectStruggles', '#HighSchoolHardships']"
Experiencing hate comments for expressing personal opinions. Online negativity prevails. , Hate ,9/29/2023 15:45, OpinionsHateHighSchool , Twitter , #OnlineOpinions #HighSchoolCriticism ,24,48, USA,experiencing hate comment expressing personal opinion online negativity prevails,-0.4,0.6,negative,8,5,"['#OnlineOpinions', '#HighSchoolCriticism']"
Having a string of bad luck with constant technology malfunctions. Tech troubles galore! , Bad ,9/30/2023 18:20, TechMalfunctionWoesHighSchool , Instagram , #TechIssues #HighSchoolTech ,22,43, Canada,string bad luck constant technology malfunction tech trouble galore,-0.3,0.39999999999999997,negative,1,9,"['#TechIssues', '#HighSchoolTech']"
Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. , Sad ,10/1/2023 14:15, MissedEventBluesHighSchool , Facebook , #MissedMoments #HighSchoolRegret ,20,39, UK,missing long anticipated event due unexpected circumstance day filled sadness,0.025,0.545,positive,1,9,"['#MissedMoments', '#HighSchoolRegret']"
Trying out a new study technique for upcoming exams. Exploring different learning strategies. , Neutral ,10/2/2023 16:45, StudyTechniqueExperimentHighSchool , Instagram , #StudyStrategies #HighSchoolExams ,23,42, USA,trying new study technique upcoming exam exploring different learning strategy,0.06818181818181818,0.5272727272727272,positive,2,9,"['#StudyStrategies', '#HighSchoolExams']"
Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness. , Neutral ,10/3/2023 12:30, CommunityCleanupHighSchool , Twitter , #EnvironmentalEfforts #HighSchoolCommunity ,26,50, Canada,organizing community cleanup event cleaner neighborhood promoting environmental awareness,0.0,0.0,neutral,1,9,"['#EnvironmentalEfforts', '#HighSchoolCommunity']"
Sharing favorite book recommendations with classmates. Building a mini book club. , Neutral ,10/4/2023 18:20, BookRecommendationsHighSchool , Facebook , #BookClub #HighSchoolReads ,19,38, UK,sharing favorite book recommendation classmate building mini book club,0.5,1.0,positive,2,9,"['#BookClub', '#HighSchoolReads']"
Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. , Neutral ,10/5/2023 14:15, BakeSaleRecipeExperimentHighSchool , Instagram , #BakingAdventures #HighSchoolBakes ,21,43, USA,experimenting new recipe school bake sale baking adventure kitchen,0.13636363636363635,0.45454545454545453,positive,2,9,"['#BakingAdventures', '#HighSchoolBakes']"
Collaborating on a school project with peers. Teamwork makes the dream work. , Neutral ,10/6/2023 17:30, SchoolProjectCollaborationHighSchool , Twitter , #Teamwork #HighSchoolProjects ,18,36, Canada,collaborating school project peer teamwork make dream work,0.0,0.0,neutral,2,5,"['#Teamwork', '#HighSchoolProjects']"
Attending a school club meeting to explore new interests. Dabbling in extracurricular activities. , Neutral ,10/7/2023 20:45, ExtracurricularExplorationHighSchool , Instagram , #SchoolClubs #HighSchoolInterests ,22,45, UK,attending school club meeting explore new interest dabbling extracurricular activity,0.13636363636363635,0.45454545454545453,positive,2,9,"['#SchoolClubs', '#HighSchoolInterests']"
Exploring a new part-time job opportunity for gaining work experience. Career development in progress. , Neutral ,10/8/2023 15:15, PartTimeJobExplorationHighSchool , Facebook , #CareerDevelopment #HighSchoolJobs ,24,48, USA,exploring new part time job opportunity gaining work experience career development progress,0.13636363636363635,0.45454545454545453,positive,2,9,"['#CareerDevelopment', '#HighSchoolJobs']"
Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities. , Neutral ,10/9/2023 22:00, SchoolAssemblyParticipationHighSchool , Twitter , #SchoolEvents #HighSchoolConnectivity ,20,40, Canada,attending school assembly stay informed upcoming event announcement staying connected school activity,0.0,0.0,neutral,7,9,"['#SchoolEvents', '#HighSchoolConnectivity']"
Exploring a new hobby of photography during free time. Capturing moments through a lens. , Neutral ,10/10/2023 14:15, PhotographyHobbyHighSchool , Instagram , #PhotographyJourney #HighSchoolHobbies ,25,49, UK,exploring new hobby photography free time capturing moment lens,0.2681818181818182,0.6272727272727273,positive,2,9,"['#PhotographyJourney', '#HighSchoolHobbies']"
Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers. , Neutral ,10/11/2023 16:45, ScienceFairParticipationHighSchool , Facebook , #ScienceFair #HighSchoolScience ,19,37, USA,participating science fair showcase unique experiment sharing knowledge peer,0.5375,0.95,positive,2,9,"['#ScienceFair', '#HighSchoolScience']"
Attending a workshop on time management to enhance organizational skills. Striving for efficiency. , Neutral ,10/12/2023 18:20, TimeManagementWorkshopHighSchool , Twitter , #EfficiencyGoals #HighSchoolSkills ,23,44, Canada,attending workshop time management enhance organizational skill striving efficiency,0.0,0.0,neutral,2,9,"['#EfficiencyGoals', '#HighSchoolSkills']"
Volunteering at a local charity event to give back to the community. Contributing to social causes. , Neutral ,10/13/2023 12:30, CharityEventVolunteerHighSchool , Instagram , #CommunityService #HighSchoolVolunteer ,20,39, UK,volunteering local charity event give back community contributing social cause,0.011111111111111112,0.022222222222222223,positive,1,9,"['#CommunityService', '#HighSchoolVolunteer']"
Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action. , Neutral ,10/14/2023 17:30, GroupProjectCollaborationHighSchool , Facebook , #TeamSpirit #HighSchoolProjects ,18,35, USA,collaborating group project promote teamwork shared responsibility group effort action,0.1,0.1,positive,2,5,"['#TeamSpirit', '#HighSchoolProjects']"
Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress. , Neutral ,10/15/2023 20:45, DebateClubParticipationHighSchool , Twitter , #DebateSkills #HighSchoolIntellect ,22,43, Canada,participating debate club enhance critical thinking communication skill intellectual engagement progress,0.15,0.6000000000000001,positive,2,9,"['#DebateSkills', '#HighSchoolIntellect']"
Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around! , Happy ,10/16/2023 15:45, BirthdaySurpriseHighSchool , Instagram , #SurpriseParty #HighSchoolCelebration ,27,52, UK,celebrating friend birthday surprise party joyful moment laughter around,0.0,0.0,neutral,3,5,"['#SurpriseParty', '#HighSchoolCelebration']"
Successfully completing a challenging coding project. Excitement for overcoming coding hurdles! , Happy ,10/17/2023 12:30, CodingSuccessHighSchool , Twitter , #CodingTriumph #HighSchoolTech ,24,48, USA,successfully completing challenging coding project excitement overcoming coding hurdle,0.625,0.975,positive,8,5,"['#CodingTriumph', '#HighSchoolTech']"
Attending a school talent show to support classmates. Applauding the diverse talents on display! , Happy ,10/18/2023 16:45, TalentShowSupportHighSchool , Facebook , #TalentShow #HighSchoolEntertainment ,19,38, Canada,attending school talent show support classmate applauding diverse talent display,0.0,0.0,neutral,7,9,"['#TalentShow', '#HighSchoolEntertainment']"
